mr_id,mr_title,author,repo,total_changed_lines,added_lines,deleted_lines,changed_files_count,max_file_changed_lines,code_files_count,test_files_count,has_only_test_change,has_only_doc_change,code_lines_ratio,modified_methods_count,max_method_complexity,max_method_lines,max_nesting_level,has_new_dependency,has_database_migration,has_api_change,has_breaking_change,has_unit_test,unit_test_coverage,test_coverage_change,new_test_count,test_to_code_ratio,ci_build_passed,ci_unit_test_passed,ci_lint_passed,lint_issues_count,security_vulnerabilities,code_smells_count,author_total_mrs,author_mrs_last_30d,author_merge_rate_30d,author_revert_rate_30d,is_first_mr,is_core_contributor,author_days_in_repo,author_avg_mr_size,author_bug_fix_count_30d,commit_count,avg_commit_size,commit_message_quality,repo_importance_score,is_repo_owner,is_maintainer,involves_payment,involves_pii,involves_auth,involves_security,modifies_critical_file,has_todo_or_fixme,can_auto_merge
MR-03635,Feature/Fix #3635,author_13,repo_3,18,13,3,2,5,4,2,0,0,0.6973378622911078,5,9.251463612425743,10,2,0,0,0,0,0,51.659288350219335,7.056190091740543,3,0.3795778976728999,1,1,1,3,0,1,10,4,0.8197802052625944,0.0281338446599613,0,0,154,88,1,3,17,8.993728071900229,3.654261270246815,0,0,0,0,0,0,0,0,1
MR-03636,Feature/Fix #3636,author_22,repo_9,128,0,12,2,55,2,2,0,0,0.7541643710241739,4,11.844352419369793,19,3,0,0,0,0,1,73.21001700905563,-6.093620171853074,2,0.384005104639133,1,0,0,2,0,6,389,5,0.9508048394832788,0.0664871399486815,0,0,862,81,1,3,10,8.386275230273453,5.371355326454916,0,0,0,0,0,0,0,0,0
MR-03637,Feature/Fix #3637,author_21,repo_9,23,20,88,1,66,2,1,0,0,0.7613163562934853,1,6.410417112466874,81,5,0,0,1,0,0,71.70482261272839,3.440343923920749,0,0.1075659201517328,1,1,1,4,1,2,8,2,0.8224625093764507,0.0967631556893795,1,0,452,85,3,2,17,7.183749111258674,9.407983102100738,0,0,0,0,0,0,0,0,0
MR-03638,Feature/Fix #3638,author_23,repo_3,56,2,10,3,18,1,4,0,0,0.5143792674269616,0,8.668272203752377,10,3,0,0,0,1,1,58.31857205130117,-9.74189781376905,0,0.539070727228182,1,1,1,2,0,3,13,1,0.8094002148003745,0.1239723122468011,0,0,128,456,2,6,25,7.659308837089978,6.628008261608033,0,0,0,0,0,0,0,0,0
MR-03639,Feature/Fix #3639,author_19,repo_3,55,44,50,4,15,3,1,0,1,0.3841269494590903,4,2.6559877418793976,10,2,0,0,0,0,1,53.05697671473385,-4.007345717664691,3,0.1010700492610348,0,1,1,3,0,1,41,2,0.8655095139032803,0.0627713212066277,0,0,862,378,3,5,10,7.92196121281634,5.689765860907782,0,0,0,0,0,0,1,0,1
MR-03640,Feature/Fix #3640,author_3,repo_5,12,34,2,2,7,6,2,0,0,0.5702648854159454,7,6.757957441285317,31,1,0,1,0,0,1,63.635180547700266,-2.1680745376631605,4,0.3337368918345433,1,1,1,7,0,0,9,3,0.7595129467532087,0.0117585731658235,0,0,328,82,2,2,10,8.031599606503121,5.966112778424229,1,0,0,0,0,0,0,0,1
MR-03641,Feature/Fix #3641,author_10,repo_2,33,15,10,2,5,2,2,0,0,0.3722251222266107,2,6.675797354261853,38,4,1,0,0,0,0,51.34868924041237,-2.23919162117378,1,0.2172758606314218,1,1,1,1,1,0,15,6,0.6694136111794577,0.0017950187669656,0,1,8,26,0,4,10,7.185713172866766,7.565169969053343,0,0,0,0,0,0,0,0,1
MR-03642,Feature/Fix #3642,author_2,repo_6,89,14,10,2,47,1,1,0,0,0.7218071735129444,2,14.187087804636864,31,2,0,0,0,0,1,59.94923043296775,-0.3076345942529873,1,0.6140845676855131,1,1,1,5,0,2,29,6,0.8457172284460185,0.006266461945071,0,0,103,16,2,2,19,5.244427130146152,5.871285315211927,0,0,0,0,0,0,1,0,0
MR-03643,Feature/Fix #3643,author_13,repo_7,25,56,1,5,5,0,4,0,0,0.870383385402863,3,14.32031481532098,10,5,0,0,0,0,1,20.332846998849107,3.21033189481412,0,0.2357622373003291,1,1,1,1,1,3,2,4,0.8140454590358226,0.0823742952049526,0,1,68,342,7,2,18,8.073503421766258,5.968184035136517,0,0,0,0,0,0,0,0,0
MR-03644,Feature/Fix #3644,author_19,repo_9,116,8,3,1,101,3,0,0,0,0.4632331050208095,4,6.420690253197154,74,6,0,0,0,0,1,59.4235579379443,7.732297434487425,4,0.2934248829739425,1,1,0,3,0,2,500,4,0.6860024243364801,0.1619067532205438,0,0,19,163,2,4,19,8.580727596585534,4.820703919987852,0,0,0,0,0,0,1,0,0
MR-03645,Feature/Fix #3645,author_17,repo_6,9,7,5,2,12,3,1,0,0,0.7979270130907975,6,4.006090807092935,46,3,0,0,0,0,1,46.87773437358761,1.9317813150749217,3,0.0991091574492794,1,1,1,3,0,3,33,4,0.8346865319578225,0.0036184771823512,0,1,56,10,1,3,26,8.264792656828151,5.077310062759127,0,0,0,0,0,0,0,1,1
MR-03646,Feature/Fix #3646,author_21,repo_3,3,70,45,1,55,4,2,0,0,0.7725381426842801,3,6.712755708578927,29,5,0,0,0,0,1,56.41381551711243,-13.204492671748053,6,0.0841304420463684,0,1,1,0,0,3,3,6,0.6248507315354679,0.0757003346272796,0,1,2000,33,4,3,59,7.173057500137967,6.434779307239685,0,0,0,0,0,0,0,0,0
MR-03647,Feature/Fix #3647,author_14,repo_5,88,41,1,1,5,1,3,0,0,0.8166056638336967,0,8.289788477005878,20,1,0,0,0,0,1,55.34162045424578,0.3711200539286967,1,0.6358866366682296,1,0,0,5,0,1,49,7,0.8749170039619932,0.0241575886663691,0,0,113,177,1,1,23,6.840243418017929,9.355715049035435,0,0,0,0,0,0,0,0,0
MR-03648,Feature/Fix #3648,author_12,repo_4,75,42,8,1,26,3,1,0,1,0.8708107635593264,1,8.964739803129818,128,3,0,0,0,0,1,56.12112274508449,-4.434401324925747,3,0.3431146785016195,1,0,1,4,0,3,42,2,0.5871965028163193,0.0182759105003225,0,0,298,21,3,4,37,4.853986896107053,7.164866192097142,0,0,0,0,0,0,0,0,1
MR-03649,Feature/Fix #3649,author_21,repo_5,196,5,0,1,15,2,0,0,0,0.903330068191066,4,4.206405592558807,63,1,0,0,0,0,1,48.40860267317338,-9.595402468793,2,0.317183808006195,0,1,1,1,1,6,173,3,0.690690971718247,0.109064127652562,0,0,308,240,2,1,10,7.665495159542445,3.653541840900964,0,0,0,0,0,0,0,0,0
MR-03650,Feature/Fix #3650,author_12,repo_8,45,3,29,3,5,5,2,0,0,0.7666331329986716,2,9.123188809067075,10,1,0,0,0,0,0,87.84015581540136,3.5498692801608724,3,0.2610689170109898,1,0,1,2,1,5,10,1,0.7480348944919705,0.0978942194935488,0,0,334,13,1,4,34,7.128530242290095,7.6175037740755425,0,0,0,0,0,0,0,0,0
MR-03651,Feature/Fix #3651,author_11,repo_8,110,0,24,4,37,2,0,1,0,0.7837509233035279,8,12.407127754824815,34,4,0,0,0,0,1,74.38052610587982,5.383770561596455,5,0.2198926463586074,0,1,1,2,0,2,14,6,0.8912562721010451,0.1386673058584702,0,0,8,76,2,9,19,9.26727991818464,6.442841381435593,0,0,0,0,0,0,0,0,1
MR-03652,Feature/Fix #3652,author_7,repo_6,70,6,25,5,100,1,2,0,0,0.5431682260713534,4,4.103467078304993,10,1,1,0,0,0,1,78.94974088386665,7.712796679347917,2,0.5315095912928137,1,1,0,4,1,0,7,4,0.9861174152201998,0.0850762585865157,0,0,962,313,1,3,15,7.052811782445602,6.736218322197271,0,0,0,0,0,0,0,0,0
MR-03653,Feature/Fix #3653,author_4,repo_1,74,37,11,2,5,2,0,0,0,0.5193760326744539,5,6.446566381882324,29,2,0,0,0,0,1,55.72910784460981,-6.449926152172552,1,0.5320028895996072,1,1,1,3,0,1,4,4,0.7499945902488689,0.0115028094899367,0,0,29,15,2,1,37,8.921187521294678,5.92291275709715,0,0,0,0,0,0,0,1,0
MR-03654,Feature/Fix #3654,author_19,repo_8,33,6,5,3,11,3,1,0,0,0.7547884552703993,3,10.64526222453127,46,4,0,0,0,0,1,36.39540740123584,-12.12630476737361,2,0.1948370598454116,1,1,1,0,0,3,305,7,0.6163435110979533,0.3506187070003848,1,0,6,464,3,2,37,6.146934070254707,5.51555560250167,0,0,0,0,0,0,0,0,1
MR-03655,Feature/Fix #3655,author_1,repo_8,19,32,31,4,42,3,1,0,0,0.7848717606374574,6,5.132125190710994,21,5,0,0,0,0,0,52.26884476417133,-6.170822126024037,3,0.3057367785534068,1,1,0,3,0,2,10,2,0.951422524811384,0.1849171113588821,0,0,431,56,1,5,167,4.603916735668317,7.542812706985394,0,0,0,0,0,1,0,0,0
MR-03656,Feature/Fix #3656,author_24,repo_2,109,7,41,1,71,1,1,0,0,0.5180751988629979,4,2.923035229705429,12,5,0,0,0,0,1,57.387305378052375,-0.320313788303729,5,0.5420570067421029,1,1,1,5,0,4,5,5,0.9008556262711884,0.0376837267789687,0,0,101,134,3,1,37,6.686517680474737,7.099240619775428,0,0,0,0,0,0,0,0,1
MR-03657,Feature/Fix #3657,author_3,repo_4,22,12,3,5,7,1,1,0,0,0.6759019447900859,5,13.08039800953629,14,1,0,0,0,0,1,59.13686944305652,-1.3393169414955737,5,0.1170867971939139,1,1,1,3,0,1,16,4,0.5033059637302064,0.209996304779271,0,0,93,19,5,2,13,5.851809950554228,5.498707496853143,0,0,0,0,0,0,1,0,0
MR-03658,Feature/Fix #3658,author_13,repo_2,30,102,16,7,5,0,2,0,0,0.8044913520219783,2,8.730177428583929,69,3,0,0,0,0,0,79.62116086053686,0.6542177487901226,3,0.3103092740360361,1,1,1,2,0,0,18,2,0.8139833439869327,0.0304507988105803,0,0,2000,184,2,3,30,7.194460525027587,5.3668299221357305,1,0,0,0,0,0,0,0,0
MR-03659,Feature/Fix #3659,author_15,repo_4,23,7,7,3,5,3,1,0,0,0.7403817159774937,2,3.8943477708640266,10,3,0,1,0,0,1,87.526812021227,-7.396533906677892,1,0.0964371706262658,1,0,1,5,0,5,11,2,0.8452374796861681,0.0511732372655065,0,1,56,598,1,4,32,7.198382537941683,4.270209844570697,0,0,0,0,0,0,0,0,0
MR-03660,Feature/Fix #3660,author_2,repo_10,33,11,4,4,8,5,1,1,0,0.9031690294804406,4,6.277852245575559,85,5,0,0,0,0,1,85.28072399251644,-10.805959548382932,2,0.6232984251042726,0,1,0,2,1,4,65,3,0.9040987690768938,0.03056764765911,0,0,171,33,2,4,11,7.504634646777466,4.440729341869166,0,0,0,0,0,0,0,0,1
MR-03661,Feature/Fix #3661,author_11,repo_7,25,8,33,3,5,4,1,1,1,0.6656175516095151,2,7.403340030772257,10,1,1,0,0,0,0,50.10569505387684,-4.579445058990046,2,0.0142767978827664,1,1,0,0,0,4,362,2,0.8531813560791371,0.0779572087011976,0,0,12,67,1,6,41,5.963910875420142,6.167761450536037,0,1,0,0,0,0,0,0,1
MR-03662,Feature/Fix #3662,author_4,repo_9,1,2,19,4,15,4,0,0,0,0.785850306097411,3,11.62003801250776,33,5,1,0,0,0,1,84.2349021200666,-2.577829563545988,4,0.2280863156182656,0,1,0,4,0,4,33,0,0.8631669837289377,0.1846781966907975,0,0,218,33,3,4,10,7.034580250148717,8.976609789705579,0,0,0,1,0,0,0,1,0
MR-03663,Feature/Fix #3663,author_19,repo_8,85,16,6,5,20,2,1,0,0,0.4739810626275099,6,5.038301692831313,24,1,0,0,0,0,1,59.96610398778458,2.392977378951537,1,0.3183135540713186,1,0,1,0,0,5,39,5,0.9093418257185876,0.1972666367183844,0,0,28,10,4,3,11,8.02126131185493,5.167585023182095,1,1,0,0,0,0,1,0,0
MR-03664,Feature/Fix #3664,author_17,repo_9,23,11,9,4,22,1,0,0,0,0.5819088135017205,6,9.96264067516747,13,4,0,0,0,1,0,71.35165560734941,8.442232920590438,1,0.2898986627391086,1,1,1,1,0,1,17,6,0.9765845088024931,0.0379311504337651,0,1,524,10,3,2,117,7.205578636100623,4.603500494787673,1,0,0,0,0,0,0,0,0
MR-03665,Feature/Fix #3665,author_3,repo_8,35,29,85,7,5,0,0,1,0,0.4747283229828837,3,1.2624298012852475,80,3,0,0,0,0,0,49.63851802621122,6.883979572790024,0,0.122611794584232,1,1,0,6,0,2,5,3,0.8385695334674109,0.0283789793563285,1,1,193,490,2,4,28,6.141364408913206,5.686875752736428,0,1,0,0,0,0,0,0,1
MR-03666,Feature/Fix #3666,author_18,repo_2,5,42,47,3,21,2,1,1,0,0.4930895718453962,5,10.848689933414589,61,3,0,0,0,0,1,47.05978003882144,0.2904500272636091,2,0.1093961880039048,1,1,0,2,0,3,12,3,0.5892476153192685,0.0158193330702885,0,1,23,77,2,3,10,5.6797707210393655,6.556439322910089,0,0,0,0,0,0,0,1,1
MR-03667,Feature/Fix #3667,author_8,repo_7,1,19,52,6,5,2,0,0,0,0.7453093520552617,5,9.202149227088462,28,3,0,0,0,0,1,86.27951784007278,5.14083427274868,4,0.2388829533914419,0,1,1,5,0,3,2,6,0.6911662840113684,0.0094321894386163,1,0,23,28,2,2,21,6.855184690953804,5.677578895652918,0,0,0,0,0,0,1,0,0
MR-03668,Feature/Fix #3668,author_22,repo_2,11,0,15,6,9,1,2,1,0,0.4436404894187354,4,12.149412065727818,18,6,0,0,0,0,1,74.0523122895132,-4.161836521377688,2,0.4850160163143316,1,1,1,4,0,2,489,2,0.8224259635386609,0.0256920561959677,0,0,670,219,6,2,23,5.8578590503000845,6.1666714987385625,1,0,0,0,0,1,0,0,1
MR-03669,Feature/Fix #3669,author_24,repo_11,48,24,24,6,16,1,1,0,1,0.766614169529046,6,5.801790512712692,39,3,0,0,0,0,1,51.43373912575557,-4.627759519978875,3,0.2472213625544291,1,1,0,3,0,3,26,8,0.7812950253425793,0.0378476351703644,1,0,370,71,3,3,16,6.276009243857617,5.658942162107591,0,0,0,0,0,0,0,0,1
MR-03670,Feature/Fix #3670,author_19,repo_2,4,1,11,6,5,4,2,0,0,0.469760784438997,3,12.862525462981596,10,1,0,0,0,0,1,41.08098443999887,4.061521799415345,2,0.2447097509983437,1,1,1,2,0,4,5,4,0.9906624094289562,0.0154925830748818,0,1,852,277,4,6,40,6.738956581833183,5.379551606470226,0,0,0,0,0,1,0,0,0
MR-03671,Feature/Fix #3671,author_5,repo_4,95,23,2,3,58,1,1,0,0,0.6323956457580809,0,9.657683619364724,103,3,1,0,1,0,0,70.88052736386679,-2.0871488360485237,1,0.0637398283954149,1,0,1,2,0,4,46,6,0.715264989751753,0.0393319372847836,0,1,941,10,4,1,12,6.6773458896397,6.533807908929483,0,0,0,0,0,0,0,0,0
MR-03672,Feature/Fix #3672,author_7,repo_1,9,28,12,3,7,6,0,0,0,0.4560006820410042,5,3.831203523647986,77,1,0,0,0,0,1,53.76561190206501,0.405192102150296,1,0.0359775813542712,1,1,1,5,2,3,14,7,0.5617859052353568,0.0280620299755987,0,1,1990,492,0,3,41,7.589948155317344,6.120894214719639,0,0,0,0,0,0,0,0,1
MR-03673,Feature/Fix #3673,author_21,repo_5,9,5,22,2,49,1,1,1,0,0.61348891439897,2,4.601567603864707,25,1,0,1,0,0,0,63.38511692616152,-3.9609963676296536,2,0.1924170057626824,1,1,0,6,0,3,66,8,0.97654655862077,0.046136750251788,0,0,541,65,0,2,181,6.865543343307355,4.829812925325077,1,0,0,0,0,0,0,0,1
MR-03674,Feature/Fix #3674,author_8,repo_6,8,42,8,2,22,3,2,0,0,0.4905970843349304,5,9.765993730894166,63,2,0,0,0,0,1,33.78563055222028,0.1371914852596384,2,0.146662998527822,0,1,1,4,0,2,66,1,0.9792668150726878,0.1901400507255949,0,0,441,47,1,4,25,5.961373599783798,6.539174021025048,0,0,0,0,0,0,0,0,0
MR-03675,Feature/Fix #3675,author_5,repo_9,1,60,47,4,22,2,0,0,0,0.8080670669882446,1,6.297206495474441,88,2,0,0,0,0,1,57.91956501436887,-1.202968789185869,5,0.158346955523944,1,1,1,3,0,4,78,4,0.7933469627614163,0.0509824071354244,0,0,153,25,3,2,106,6.851862288113281,5.040921467697121,0,0,0,0,0,0,0,0,1
MR-03676,Feature/Fix #3676,author_17,repo_10,59,41,4,4,36,5,1,0,0,0.8799933715488079,3,9.215600539645568,10,3,0,0,0,0,1,94.79889415809576,12.169006206023004,2,0.4804497741786629,1,1,0,4,0,3,2,5,0.7203067582290839,0.05187669033339,0,0,206,80,1,2,135,8.470763322937374,5.619582177876461,0,0,0,0,0,1,0,0,0
MR-03677,Feature/Fix #3677,author_5,repo_8,83,9,11,4,5,1,5,0,0,0.5967771623422976,3,6.284626403986344,10,5,0,0,0,0,0,45.39088086884079,-0.1552517508736944,2,0.3703057629209121,1,1,1,2,1,2,35,2,0.8382489340614975,0.0043514330422443,1,0,14,194,1,1,82,5.062583516347978,6.72989216703051,1,1,0,0,0,0,0,1,0
MR-03678,Feature/Fix #3678,author_4,repo_2,38,22,3,2,5,2,2,0,0,0.5534847178375794,4,7.749850972358034,10,5,0,0,0,0,1,47.34114881671453,-0.5397592037857972,3,0.2728315606600504,1,0,1,5,0,6,32,1,0.6746420084475189,0.0900168943861488,0,0,33,16,2,1,135,5.321773635926599,4.472352626683458,0,0,0,0,0,0,0,0,0
MR-03679,Feature/Fix #3679,author_22,repo_1,8,61,12,2,13,5,2,0,0,0.670019642366077,4,5.373465384906158,38,1,0,0,1,0,0,46.46944715383343,1.0508185798379108,2,0.2282547196127834,1,1,1,2,0,1,64,1,0.8656789618539421,0.0792381458775371,1,0,83,109,3,4,67,6.795150780644496,7.778795507171656,0,0,0,0,0,0,0,0,0
MR-03680,Feature/Fix #3680,author_19,repo_2,13,9,1,5,18,3,1,1,0,0.5558662963064714,2,6.415496397435904,142,6,1,0,0,0,0,57.87230485507258,-1.666303540745425,1,0.0506680537020959,1,1,1,3,1,5,187,2,0.7454430597719071,0.1443082713492251,0,0,40,168,2,1,17,7.667823749380277,5.107015165139615,0,1,0,0,0,0,1,0,1
MR-03681,Feature/Fix #3681,author_21,repo_7,25,42,7,1,19,3,0,0,0,0.5090287870603746,3,10.376952235539434,10,1,0,0,0,0,1,43.74498666103824,-7.940431031073462,2,0.1764823807924168,1,0,0,2,0,3,462,2,0.8868537020512612,0.0734056357226782,0,0,716,58,4,5,10,5.8293553923705215,5.48122045333611,0,0,0,0,0,0,0,0,0
MR-03682,Feature/Fix #3682,author_2,repo_4,123,0,12,1,39,1,2,0,0,0.6154950993503441,5,6.62395453982696,150,4,1,0,0,0,1,80.70289562042724,16.25723453897281,3,0.1197728993010037,1,1,1,5,0,4,3,1,0.5678351138166359,0.0453747900255347,0,1,17,117,0,1,178,5.266983936348374,5.45376295146901,0,0,0,0,0,0,0,0,1
MR-03683,Feature/Fix #3683,author_11,repo_10,11,0,16,1,5,4,0,0,0,0.9464963797592684,2,8.391596400667813,10,3,0,0,0,0,1,65.65735513420087,3.960656805849228,3,0.1737986489097464,1,1,1,6,1,3,23,4,0.6520881897566666,0.0988848090771835,0,1,73,94,3,2,161,7.25750919763934,4.9293360784296425,0,0,0,0,0,0,0,1,1
MR-03684,Feature/Fix #3684,author_22,repo_5,52,35,19,2,111,0,1,0,0,0.7706620763815024,3,4.393412353660834,34,2,0,0,0,0,1,62.26000862514245,5.352829875866941,2,0.3876197134537417,0,1,1,2,0,1,7,4,0.7527784796801185,0.0324766541663524,0,1,128,48,2,3,59,7.84889749526701,5.826432418112121,0,0,0,0,1,0,0,0,0
MR-03685,Feature/Fix #3685,author_13,repo_7,23,35,8,5,6,0,0,0,0,0.6707125275425101,4,8.394057097330126,39,7,0,0,0,0,1,38.56786337879496,8.751458450320525,1,0.3538636219996492,1,1,1,1,2,2,2,4,0.945991182627153,0.0020710457563741,0,0,97,211,5,6,169,5.536403933438759,6.900270419331804,0,0,0,0,0,0,0,0,0
MR-03686,Feature/Fix #3686,author_15,repo_3,14,38,18,2,10,5,1,0,0,0.8206603981378802,4,3.4163654773891152,10,5,0,0,0,0,1,41.02482437881479,5.085915339373255,0,0.4200514456532299,1,1,1,2,0,3,130,2,0.8332600729602252,0.1131063622865245,0,0,204,10,5,2,52,5.914092131308717,5.955995736836787,0,0,0,0,0,0,0,0,1
MR-03687,Feature/Fix #3687,author_12,repo_10,24,66,17,2,82,2,0,1,0,0.7301084368081789,3,7.622715469454826,14,2,0,0,0,1,0,62.47544489585811,3.846315089810563,1,0.0675410889638189,1,1,1,3,1,2,128,5,0.6450898022320726,0.1112433848692907,0,1,164,222,4,1,23,8.79466680666726,5.625826958118454,0,0,0,0,0,0,0,0,1
MR-03688,Feature/Fix #3688,author_22,repo_2,2,3,9,1,5,3,0,0,0,0.8897284488256528,3,7.004472932387598,22,1,0,0,1,0,1,54.39601217717471,-1.3523479311662847,4,0.3865260694672582,1,0,1,2,0,4,30,2,0.83985781198674,0.4629271203677174,0,0,1,143,3,3,13,5.2787311323142045,6.6422177634355,0,0,0,0,0,0,0,0,0
MR-03689,Feature/Fix #3689,author_21,repo_7,64,6,44,2,166,1,2,0,0,0.6645572102276943,6,5.983126129526497,83,2,0,0,0,0,0,71.14050316499929,-0.4059722968017367,2,0.3082108764103329,1,1,1,6,1,2,19,4,0.6151357205051798,0.0831025806151015,0,0,155,24,5,3,17,6.006050038773664,6.1090306948813655,0,0,0,0,0,1,0,0,0
MR-03690,Feature/Fix #3690,author_22,repo_5,11,58,19,3,5,2,0,0,0,0.7941952452868617,4,10.07888997870154,42,3,0,0,0,0,1,55.696255590121226,-0.2727439520566113,1,0.7567875402416376,1,1,0,3,0,1,134,3,0.9409807002262348,0.0684067219201433,0,0,34,18,2,2,34,8.258026477989542,6.36329612194378,0,0,1,0,0,0,0,0,0
MR-03691,Feature/Fix #3691,author_11,repo_1,51,4,10,4,5,4,0,0,0,0.962615726918242,3,7.333847345200042,34,3,0,1,1,0,1,70.01320562293084,-2.634202087730741,2,0.1782168377339823,1,0,0,9,0,4,164,4,0.813392770245506,0.0661893715062477,0,0,62,258,2,1,20,7.249108017152576,6.912446499981156,0,0,0,0,0,0,0,0,0
MR-03692,Feature/Fix #3692,author_7,repo_1,2,28,73,3,9,4,5,0,0,0.7724478645629009,6,4.768092272749521,10,4,0,0,1,0,0,66.47576771795943,10.574801654739517,2,0.2079344700247431,1,1,0,3,0,0,25,4,0.866189263004165,0.0227659556571108,0,0,595,63,2,2,20,7.620560540062556,4.323940391111719,0,0,0,0,1,0,0,0,0
MR-03693,Feature/Fix #3693,author_5,repo_9,124,18,46,1,20,4,2,0,1,0.862377491515358,3,6.724845140812661,11,4,0,0,0,0,1,40.72548635204823,1.6842276809134678,3,0.1192323483084895,1,1,1,5,0,3,1,4,0.6301164843379985,0.0223694969980581,0,0,123,10,2,2,63,9.153708863405765,8.148292942060959,0,0,0,0,0,0,1,1,1
MR-03694,Feature/Fix #3694,author_17,repo_5,8,2,101,1,25,3,0,0,0,0.7016987455605068,3,9.674480205947605,20,1,0,0,0,0,0,74.32382587071965,-0.539356749877824,1,0.1853289384199796,1,1,1,2,0,3,84,4,0.8611114805362097,0.0688372011862672,0,0,40,10,2,5,30,6.458435376839089,5.728206457625273,0,1,0,0,0,0,0,0,1
MR-03695,Feature/Fix #3695,author_24,repo_1,85,8,29,2,5,1,0,0,0,0.794865779528358,7,10.555471594725429,12,1,0,0,0,0,0,76.62520014527132,2.4050578416002524,3,0.4453188738821984,1,0,1,1,0,3,1,4,0.7691587361036637,0.0420831115045163,0,0,57,14,1,2,52,8.338976824891551,7.060525858261766,0,0,0,0,0,0,0,0,0
MR-03696,Feature/Fix #3696,author_20,repo_7,66,18,11,6,5,2,1,0,0,0.8646005100714946,3,5.1687189649209575,20,1,0,0,0,0,0,77.99709083094251,-6.660059770192349,4,0.1641566247751227,1,1,1,1,1,3,68,2,0.7398378847311682,0.2829309304668966,0,0,44,49,0,1,11,8.343835763019182,9.822162115310393,0,1,0,0,0,0,0,0,0
MR-03697,Feature/Fix #3697,author_9,repo_9,137,47,8,5,5,8,4,1,0,0.747333480727647,6,3.1053817460352606,88,2,0,0,0,0,0,78.1147833829624,-3.203378153622966,0,0.2406318500001553,1,1,1,0,0,4,14,6,0.9017606752279532,0.0103104646116659,0,1,104,76,2,3,43,6.495477394040484,5.535006817395574,0,0,0,0,0,0,0,0,1
MR-03698,Feature/Fix #3698,author_14,repo_11,25,30,27,2,10,1,1,0,0,0.5822624151903513,1,4.770921751468405,32,3,0,0,0,0,1,61.55235223555159,1.1029891762836102,3,0.4034992218298652,1,1,0,4,0,3,5,3,0.6929497417997434,0.0362102066784612,0,1,7,88,1,4,50,5.4128326555391215,7.015108826369367,1,1,0,0,0,0,0,1,1
MR-03699,Feature/Fix #3699,author_12,repo_1,51,24,98,2,89,3,1,0,0,0.5506649897875527,4,11.07968684396185,25,5,0,0,0,0,1,69.58205832718554,-4.383351790587594,3,0.4429972051978233,0,0,0,1,1,0,75,1,0.7679129004538836,0.0909976946599298,0,1,298,17,2,2,20,6.688977463191918,7.964362289548392,0,1,0,0,0,0,0,0,0
MR-03700,Feature/Fix #3700,author_6,repo_10,18,17,24,3,17,2,1,0,0,0.9392379873354438,8,8.139376296077437,27,1,0,0,0,0,1,61.52373416933629,-3.0460049267516163,2,0.4131987397779025,1,1,1,3,0,7,17,5,0.8907263555254588,0.0425274938076432,0,0,79,205,1,3,83,8.668254519679063,8.26893656859924,0,0,0,0,0,0,0,0,1
MR-03701,Feature/Fix #3701,author_17,repo_4,8,8,53,3,50,3,2,0,0,0.799376351538943,4,12.7043615842786,51,5,0,0,0,0,0,29.04508992693524,0.725679458305655,1,0.3789045408399066,1,0,1,1,2,1,5,3,0.6370706635745287,0.0294025351508681,0,0,485,20,4,2,59,7.672353659900175,6.413017274544901,0,0,0,0,0,0,0,0,0
MR-03702,Feature/Fix #3702,author_19,repo_3,23,3,9,2,7,0,0,0,0,0.6669084568484971,2,2.521041205693934,129,3,0,0,0,0,1,79.15689527460641,-3.624125740404272,1,0.397417127484016,1,1,1,1,0,6,9,4,0.9530131902807656,0.1606778953293203,0,0,5,10,4,2,37,4.833882293505233,3.9919562140928737,0,0,0,0,0,0,0,0,1
MR-03703,Feature/Fix #3703,author_19,repo_5,7,13,13,5,5,2,0,1,0,0.641601753846745,1,5.468420322326251,140,3,0,0,0,0,0,56.15736448026082,-7.154630200799449,0,0.23418406798566,1,1,1,3,0,2,7,4,0.5189259666109848,0.0907760695830696,0,0,750,24,0,2,10,6.459859616991034,8.458427466480384,0,0,0,0,0,0,0,0,1
MR-03704,Feature/Fix #3704,author_16,repo_7,160,0,59,4,28,3,1,0,0,0.6986393570027865,4,5.899992427898502,37,2,0,0,0,0,1,44.09805717141198,2.3709464092830617,2,0.0448860214699392,1,1,0,5,0,4,33,5,0.8083277491248881,0.0327361857786192,0,0,86,10,0,4,216,7.20017849011087,4.943092904292829,0,0,0,0,1,0,0,0,0
MR-03705,Feature/Fix #3705,author_12,repo_8,4,5,35,1,60,0,4,1,0,0.7360811113890595,3,5.330219739302375,16,3,0,0,0,0,0,42.28894965871245,-7.46858331345118,2,0.501413717304457,1,1,1,1,1,3,8,2,0.7936615671992886,0.0234213379596968,0,0,119,16,0,4,11,7.335284478804463,6.717943440806904,0,0,0,0,0,1,0,1,1
MR-03706,Feature/Fix #3706,author_12,repo_2,35,14,99,3,80,3,3,0,0,0.5502685995534786,9,4.770195869580142,31,2,0,0,0,1,1,86.18552086901211,5.53028917647091,5,0.1625663406841263,1,1,1,7,1,4,4,4,0.7767003272754905,0.0456090145285665,0,0,24,24,1,2,10,5.949997452108082,5.317906009145105,0,0,0,0,0,0,0,0,0
